titre,ville,code_postal,prix,surface,type_bien,pieces,url
Vente appartement clermont-ferrand(63000) 99 800ï¿œ,Clermont-Ferrand,63000,99 800 €,51 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23947370-vente-vente-appartement-clermont-ferrand63000-99-800i-oe-clermont-ferrand
Maison 226m² à clermont-ferrand,Clermont-Ferrand,63000,1 333 500 €,226 m²,>Maisons à vendre,7 pièces,https://www.etreproprio.com/immobilier-23940149-vente-maison-226m-a-clermont-ferrand-clermont-ferrand
Maison 86m² à clermont-ferrand,Clermont-Ferrand,63000,190 000 €,86 m²/ 356 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23940148-vente-maison-86m-a-clermont-ferrand-clermont-ferrand
Appartement t2 avec parking,Clermont-Ferrand,63000,100 000 €,42 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23943679-vente-appartement-t2-avec-parking-clermont-ferrand
Appartement 2 pièces 42m2 - clermont ferrand,Clermont-Ferrand,63100,108 500 €,42 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23946413-vente-appartement-2-pieces-42m2-clermont-ferrand-clermont-ferrand
Appartement clermontois,Clermont-Ferrand,63000,82 000 €,43 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23184640-vente-appartement-clermontois-clermont-ferrand
Secteur chalonnax - appartement 4 pièces de 85 m² avec balcon,Clermont-Ferrand,63000,141 000 €,86 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23930702-vente-secteur-chalonnax-appartement-4-pieces-de-85-m-avec-balcon-clermont-ferrand
Appartement 68m² à clermont-ferrand,Clermont-Ferrand,63000,210 000 €,68 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23813690-vente-appartement-68m-a-clermont-ferrand-clermont-ferrand
"Clermont ferrand- secteur vallières -  t2 de 57 m2, parking et cave",Clermont-Ferrand,63000,130 000 €,57 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23930978-vente-clermont-ferrand-secteur-vallieres-t2-de-57-m2-parking-et-cave-clermont-ferrand
Appartement à vendre 3 pièces  (63) clermont-ferrand – oradou / limite chamalières – t2 bis avec terrasse + garage + cave,Clermont-Ferrand,63100,175 000 €,61 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23936752-vente-appartement-a-vendre-3-pieces-63-clermont-ferrand-oradou-limite-chamalieres-t2-bis-avec-terrasse-garage-cave-clermont-ferrand
Appartement 53m² à clermont-ferrand,Clermont-Ferrand,63100,144 180 €,53 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23929068-vente-appartement-53m-a-clermont-ferrand-clermont-ferrand
*** compromis de vente en cours ***,Clermont-Ferrand,63000,310 000 €,96 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23930189-vente-compromis-de-vente-en-cours-clermont-ferrand
T3 à rénover,Clermont-Ferrand,63100,89 000 €,62 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23935665-vente-t3-a-renover-clermont-ferrand
Ensemble immobilier avec gîte à 10 km de vichy,Clermont-Ferrand,63000,600 000 €,172 m²/ 42 000 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23934433-vente-ensemble-immobilier-avec-gite-a-10-km-de-vichy-clermont-ferrand
Écrin de clarté et confort,Clermont-Ferrand,63000,115 000 €,68 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23923836-vente-ecrin-de-clarte-et-confort-clermont-ferrand
Appartement de 100m2 rue maréchal foch avec terrasse et 1 stationnement dans,Clermont-Ferrand,63000,275 000 €,100 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23925338-vente-appartement-de-100m2-rue-marechal-foch-avec-terrasse-et-1-stationnement-dans-clermont-ferrand
Maison 110m² à clermont-ferrand,Clermont-Ferrand,63100,248 395 €,110 m²/ 350 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23431228-vente-maison-110m-a-clermont-ferrand-clermont-ferrand
"Appartement t3 72,13 m² avec terrasse, parking et cave dans residence recente",Clermont-Ferrand,63000,186 000 €,72 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23926209-vente-appartement-t3-7213-m-avec-terrasse-parking-et-cave-dans-residence-recente-clermont-ferrand
Maison 100m² à clermont-ferrand,Clermont-Ferrand,63000,217 000 €,100 m²/ 542 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23921503-vente-maison-100m-a-clermont-ferrand-clermont-ferrand
Rare : réserve en rez-de-chaussée   48 m2 exploitables   centre ancien,Clermont-Ferrand,63000,29 000 €,48 m²,>Autres à vendre,1 pièce,https://www.etreproprio.com/immobilier-23924688-vente-rare-reserve-en-rez-de-chaussee-48-m2-exploitables-centre-ancien-clermont-ferrand
Appartement 78m² à clermont-ferrand,Clermont-Ferrand,63100,89 000 €,78 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23919731-vente-appartement-78m-a-clermont-ferrand-clermont-ferrand
Appartement 129m² à clermont-ferrand,Clermont-Ferrand,63100,364 000 €,129 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23920414-vente-appartement-129m-a-clermont-ferrand-clermont-ferrand
Appartement 52m² à clermont-ferrand,Clermont-Ferrand,63000,110 000 €,52 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23922222-vente-appartement-52m-a-clermont-ferrand-clermont-ferrand
"T3 67,33 m² avec parquet et cheminées",Clermont-Ferrand,63000,99 900 €,67 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23919013-vente-t3-6733-m-avec-parquet-et-cheminees-clermont-ferrand
Montferrand / charmant t3 en duplex / 2 caves,Clermont-Ferrand,63100,89 640 €,46 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23915488-vente-montferrand-charmant-t3-en-duplex-2-caves-clermont-ferrand
Appartement traversant 80 m2 quarter salins,Clermont-Ferrand,63000,148 500 €,80 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23274661-vente-appartement-traversant-80-m2-quarter-salins-clermont-ferrand
Clermont-fd  poximité cathedrale,Clermont-Ferrand,63000,430 000 €,172 m²,>Appartements à vendre,7 pièces,https://www.etreproprio.com/immobilier-23917810-vente-clermont-fd-poximite-cathedrale-clermont-ferrand
"Studio 20,72 m2",Clermont-Ferrand,63000,39 000 €,21 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23916879-vente-studio-2072-m2-clermont-ferrand
Clermont ferrand- bel f2 stade marcel michelin,Clermont-Ferrand,63100,128 000 €,44 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23917811-vente-clermont-ferrand-bel-f2-stade-marcel-michelin-clermont-ferrand
Appartement t4 avec stationnement et cave,Clermont-Ferrand,63100,140 000 €,82 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23913884-vente-appartement-t4-avec-stationnement-et-cave-clermont-ferrand
"À vendre – clermont-ferrand – quartier champfleuri bel appartement t3 – 69,84 m² + cave",Clermont-Ferrand,63100,162 000 €,69 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23908903-vente-a-vendre-clermont-ferrand-quartier-champfleuri-bel-appartement-t3-6984-m-cave-clermont-ferrand
À vendre – appartement de charme entièrement rénové – hyper-centre de clermont-ferrand,Clermont-Ferrand,63000,365 000 €,128 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23909132-vente-a-vendre-appartement-de-charme-entierement-renove-hyper-centre-de-clermont-ferrand-clermont-ferrand
Maison 60m² à clermont-ferrand,Clermont-Ferrand,63100,170 000 €,60 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23907190-vente-maison-60m-a-clermont-ferrand-clermont-ferrand
À vendre – appartement t3 à clermont-ferrand (quartier oradou),Clermont-Ferrand,63000,135 000 €,74 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23908924-vente-a-vendre-appartement-t3-a-clermont-ferrand-quartier-oradou-clermont-ferrand
Appartement 53m² à clermont-ferrand,Clermont-Ferrand,63000,228 761 €,53 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23910670-vente-appartement-53m-a-clermont-ferrand-clermont-ferrand
Grand appartement 120 m² carrez (140 m² au sol) - clermont-ferrand centre,Clermont-Ferrand,63000,396 900 €,140 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23908699-vente-grand-appartement-120-m-carrez-140-m-au-sol-clermont-ferrand-centre-clermont-ferrand
Appartement 53m² à clermont-ferrand,Clermont-Ferrand,63000,240 775 €,53 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23910667-vente-appartement-53m-a-clermont-ferrand-clermont-ferrand
À vendre – superbe appartement t4 de 116 m² – hyper-centre clermont-ferrand,Clermont-Ferrand,63000,327 000 €,116 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23908804-vente-a-vendre-superbe-appartement-t4-de-116-m-hyper-centre-clermont-ferrand-clermont-ferrand
Appartement 22m² à clermont-ferrand,Clermont-Ferrand,63000,110 209 €,22 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23910668-vente-appartement-22m-a-clermont-ferrand-clermont-ferrand
Vente appartement clermont-ferrand(63100) 224 000ï¿œ,Clermont-Ferrand,63100,224 000 €,71 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23907844-vente-vente-appartement-clermont-ferrand63100-224-000i-oe-clermont-ferrand
Appartement 55m² à clermont-ferrand,Clermont-Ferrand,63000,75 000 €,55 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23907705-vente-appartement-55m-a-clermont-ferrand-clermont-ferrand
Appartement 61m² à clermont-ferrand,Clermont-Ferrand,63100,221 000 €,61 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23910386-vente-appartement-61m-a-clermont-ferrand-clermont-ferrand
Vente appartement clermont-ferrand(63100) 185 000ï¿œ,Clermont-Ferrand,63100,185 000 €,62 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23907846-vente-vente-appartement-clermont-ferrand63100-185-000i-oe-clermont-ferrand
Vente maison clermont-ferrand(63000) 285 000ï¿œ,Clermont-Ferrand,63000,285 000 €,90 m²/ 197 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23610357-vente-vente-maison-clermont-ferrand63000-285-000i-oe-clermont-ferrand
Vente bureau-local clermont-ferrand(63000) 161 000ï¿œ,Clermont-Ferrand,63000,161 000 €,,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23534517-vente-vente-bureau-local-clermont-ferrand63000-161-000i-oe-clermont-ferrand
Jaude f3 avec garage et double balcon,Clermont-Ferrand,63000,260 000 €,91 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23911311-vente-jaude-f3-avec-garage-et-double-balcon-clermont-ferrand
Appartement 34m² à clermont-ferrand,Clermont-Ferrand,63000,168 751 €,34 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23910669-vente-appartement-34m-a-clermont-ferrand-clermont-ferrand
Appartement 44m² à clermont-ferrand,Clermont-Ferrand,63000,97 200 €,44 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23902561-vente-appartement-44m-a-clermont-ferrand-clermont-ferrand
"Clermont ferrand les salinst3 pièce(s) 66.77 m2, vue , parking, asc, 2 chambres rénové, 149800€ fai",Clermont-Ferrand,63000,149 800 €,67 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23898391-vente-clermont-ferrand-les-salinst3-pieces-6677-m2-vue-parking-asc-2-chambres-renove-149800-fai-clermont-ferrand
Appartement clermont ferrand 4 pièces 74.26 m2,Clermont-Ferrand,63100,135 000 €,74 m²/ 291 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23902462-vente-appartement-clermont-ferrand-4-pieces-7426-m2-clermont-ferrand
Appartement 76m² à clermont-ferrand,Clermont-Ferrand,63100,91 500 €,76 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23898857-vente-appartement-76m-a-clermont-ferrand-clermont-ferrand
Appartement 79m² à clermont-ferrand,Clermont-Ferrand,63100,185 000 €,79 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23903809-vente-appartement-79m-a-clermont-ferrand-clermont-ferrand
Maison 176m² à clermont-ferrand,Clermont-Ferrand,63000,240 000 €,176 m²/ 652 m²,>Maisons à vendre,7 pièces,https://www.etreproprio.com/immobilier-23901887-vente-maison-176m-a-clermont-ferrand-clermont-ferrand
"Maison rénovée de 105 m2 avec terrasse plein sud et garage   proche place des bughes, clermont-ferrand",Clermont-Ferrand,63000,298 500 €,105 m²/ 197 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23898681-vente-maison-renovee-de-105-m2-avec-terrasse-plein-sud-et-garage-proche-place-des-bughes-clermont-ferrand-clermont-ferrand
Appartement 92m² à clermont-ferrand,Clermont-Ferrand,63000,180 000 €,93 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23901915-vente-appartement-92m-a-clermont-ferrand-clermont-ferrand
"Appartement de caractère de 207 m2 en dernier étage avec vues dégagées   plateau central, clermont-ferrand",Clermont-Ferrand,63000,399 000 €,208 m²,>Appartements à vendre,6 pièces,https://www.etreproprio.com/immobilier-20976449-vente-appartement-de-caractere-de-207-m2-en-dernier-etage-avec-vues-degagees-plateau-central-clermont-ferrand-clermont-ferrand
A vendre appartement centre jaude,Clermont-Ferrand,63000,219 000 €,61 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-22713046-vente-a-vendre-appartement-centre-jaude-clermont-ferrand
Appartement clermont ferrand 3 pièce(s) 73 m2,Clermont-Ferrand,63000,190 000 €,72 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23902464-vente-appartement-clermont-ferrand-3-pieces-73-m2-clermont-ferrand
Appartement 38m² à clermont-ferrand,Clermont-Ferrand,63000,189 000 €,38 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23892716-vente-appartement-38m-a-clermont-ferrand-clermont-ferrand
Appartement 17m² à clermont-ferrand,Clermont-Ferrand,63100,78 000 €,17 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23892619-vente-appartement-17m-a-clermont-ferrand-clermont-ferrand
Appartement 82m² à clermont-ferrand,Clermont-Ferrand,63000,330 000 €,82 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23892626-vente-appartement-82m-a-clermont-ferrand-clermont-ferrand
Appartement 52m² à clermont-ferrand,Clermont-Ferrand,63000,208 000 €,52 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23892624-vente-appartement-52m-a-clermont-ferrand-clermont-ferrand
Appartement 32m² à clermont-ferrand,Clermont-Ferrand,63000,189 000 €,32 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23892984-vente-appartement-32m-a-clermont-ferrand-clermont-ferrand
Rare : réserve en rez-de-chaussée   48 m2 exploitables   centre ancien,Clermont-Ferrand,63000,29 000 €,48 m²,>Autres à vendre,1 pièce,https://www.etreproprio.com/immobilier-23894819-vente-rare-reserve-en-rez-de-chaussee-48-m2-exploitables-centre-ancien-clermont-ferrand
Maison 156m² à clermont-ferrand,Clermont-Ferrand,63000,295 000 €,156 m²/ 620 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23565474-vente-maison-156m-a-clermont-ferrand-clermont-ferrand
Appartement t5 81m2 avec balcon + garage,Clermont-Ferrand,63000,191 900 €,81 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23897468-vente-appartement-t5-81m2-avec-balcon-garage-clermont-ferrand
Appartement 63m² à clermont-ferrand,Clermont-Ferrand,63000,133 500 €,63 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23891605-vente-appartement-63m-a-clermont-ferrand-clermont-ferrand
Appartement 104m² à clermont-ferrand,Clermont-Ferrand,63000,468 000 €,104 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23892717-vente-appartement-104m-a-clermont-ferrand-clermont-ferrand
Appartement 61m² à clermont-ferrand,Clermont-Ferrand,63000,261 000 €,61 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23892625-vente-appartement-61m-a-clermont-ferrand-clermont-ferrand
Maison - le mans - jardins des plantes - 7 pièce(s) - 163 m²,Le Mans,72000,460 000 €,163 m²/ 170 m²,>Maisons à vendre,7 pièces,https://www.etreproprio.com/immobilier-23969045-vente-maison-le-mans-jardins-des-plantes-7-pieces-163-m-le-mans
